review,summary,stars,label,sentimiento
"Ideada como episodio piloto de una serie, o rodada para DVD o Video, este engendro de serie Z (por que no se le puede calificar de otra manera) ha sido vendido como ""La segunda parte de Starship Troopers"" la magnifica película de Paul Verhoeven del año 1997 basada en la novela ""Brigadas del Espacio"" de Robert Heinlein. Hay que observar que cuando en una película el 90 % se desarrolla en oscuridad o de noche es por que tiene carencias !!Y esta sin lugar a dudas las tiene!! El guión es previsible, los efectos especiales inexistentes y además mezcla películas, desde ""Alien"" hasta ""La invasión de los ultracuerpos"" hasta ""Hidden"" y que tal vez intenta dar algo de acción en los combates de los humanos contra los insectos, sin éxito, puesto que la película es tal vez lo más horripilante que te puedes encontrar. Del reparto original solo aparece una actriz que fue secundaria en la primera película, tampoco es para pedirle demasiado a la cinta, que como he dicho navega entre varios generos, acción, terror. Una película que si podeis evitar, mejor que mejor.","Si podeis evitarla, mejor que mejor.",0,0,negativo
"""Un aristócrata inglés es capturado por una tribu de indios sioux, que el someterán a diversas torturas para cerciorarse de su valor. Una vez demostrado, se convertirá en su jefe en su lucha contra otras tribus enemigas"".Un título casi mítico en la historia del western. Se trata de una historia de marcado tinte antropológico, donde se describen las verdaderas costumbres de los indios retratados en la historia. El film es interesante sólo por ello. Pero además hay otros elementos que deben tenerse en cuenta para explicar el gran éxito que supuso esta cinta. Por una parte está la interpretación de Harris: insuperable. Por otro, los bellos paisajes y las escenas de acción, muy conseguidas. Quizás no es tan buena como dijeron algunos, pero merece la pena.Inolvidable la escena en la que Harris se convierte de pleno derecho en un miembro más de la tribu. Una escena dura, violenta, cruel, impactante.","Un título casi mítico en la historia del western. Se trata de una historia de marcado tinte antropológico, donde se describen las verdaderas costumbres de los indios retratados en la historia.",3,1,positivo
"Se ha puesto de moda hablar de cine de palomitas, hecho para gente que desconecta el cerebro al entrar en la sala y cine gafapasta, para gente que quiere presumir. Ejemplo de lo segundo sería la incompleta ""La vida de los otros""; como ejemplo de lo primero nos vale esta película de Michael Bay. Yo tengo que decir sobre esta dicotomía que no me interesa. No me dice absolutamente nada de la película, sólo me habla de como se sienten los espectadores con respecto a sus propios gustos.Lo que sí puedo afirmar es que no leo a los críticos que dicen ""cine palomitero"". No son cinéfilos, son esnobs cinematográficos. No les gusta el cine, les mola el caché que da elogiar a los grandes nombres y ponérselos en la solapa como una medalla: ""Yo entiendo a Dreyer"", ""Yo veo pelis de Buñuel"", dicen. Por si acaso alguien no ha leido nada de lo que he escrito, o bien no conoce aún mis filias, me dan asco los esnobs. (Por cierto, me gusta Dreyer, pero no tanto como los hermanos Farelli, por poner un ejemplo).Hecha esta puntualización sociológica, si me lo permiten, voy a hablar de cine.El problema que deberían plantearse productores como Spielberg y Michael Bay cargados de millones y de efectos especiales es ¿hasta qué punto este despilfarro le afecta a un espectador? Hay una escena en la que toda la ciudad es escenario de una batalla colosal de los simpáticos Autobots contra los malvados Decepticons. Si quieren oír una opinión objetiva, la batalla es indiferente. Todos esos miles de millones en CGI despiertan menos interés que una conversación entre un padre y un hijo que quiere salir del armario.Por más que pretendan anonadarnos con sus superproducciones, sólo hay un camino que conduce al éxito, y ese camino es el de los sentimientos, que no se pueden comprar con efectos, tracas finales, o deslumbrantes artilugios de metal. Al principio nos atrapa el personaje de Shia LaBeouf, que es un nombre tan común en su tierra como aquí Jose, o Paco. Allí tú gritas ""¡Shia LaBeouf!"" y se vuelven veinte. El jovencito va al instituto y no sobresale. Está colado por la guapa de la clase, cosa fácil de entender después de ver la actriz que han contratado para interpretarla, pero ella no sabe que él existe, ni siquiera después de comprarse un coche de segunda mano, algo descascarillado, con el que él cree que va a romper, por fin, su celibato.Mientras el adolescente planea la manera de acercarse al bombonazo, los robots malvados, o Decepticons, planean como apoderarse de la Tierra. La cuestión es: ¡lo segundo carece de interés! Aceptamos el rollo de los robots y los salva humanidades porque sabemos que eso le sube la moral al muchacho, y le da una excusa para el beso, pero nada más. Es la historia de androides la que debe estar al servicio de la pareja, no al revés. Bay se olvida de cosas básicas.""Transformers"" funciona la primera mitad. Funciona cuando nadie sabe que existen. El Pentágono sabe que han abatido una de sus bases militares en el desierto, pero no sabe quien (emoción). El muchacho sabe que su coche tiene algo raro, pero no sabe qué (emoción). Los padres saben que algo pasa en el jardín, pero no ven a los cuatro autobots (más altos que la casa) escondidos (desparrame) detrás del porche. La emoción de los robots no consiste en la cantidad de cosas que saben hacer o disparar en la batalla final de la película. Consiste en la cara que va a poner cada personaje cuando los descubra. Una vez descubiertos, lo unico que aún mantiene cierto interés son las curvas de la chica.",Transformers funciona la primera mitad. Funciona cuando nadie sabe que existen.,1,0,negativo
"Estas películas pseudohistóricas me dan un pelín de rabia, dado que no se si estoy aprendiendo historia o estoy aprendiendo una historieta. Luego así me pinta el pelo, que he vivido pensando que los del Congo erán unos negritos dóciles, que Julio Cesar no pudo dominar todas las Galias, o que en España teniamos una agencia de inteligencia llamada la TIA. Debería ser como los medicamentos, con prospecto ""La asociación de historiadores advierte que el visionado de esta película le va a hacer la picha un lio"" o cosas así.La película trata sobre un emperador romano que es nombrado cuando sólo es un niño. Al poco del nombramiento, tiene un problema godo (comienza el festival del humor) por lo que le mandan a la isla de Capri, que aún no es de gran lujo, si no una prisión. Acompañándole, va su mentor, un tipo de aspecto de druida de los galos, y en su rescate corre el jefe de la guardia y unos selectos hombres. ¿Podrán rescatar al que se presume último Cesar? Que nervios más nerviosos.Que dura es la profesión de crítico cinematográfico. Por suerte yo soy informático, así que puedo decir con todo el orgullo de mundo que esta caca de película me ha gustado mucho. Me direis que el guión es una ful de Estambul, que el final es previsible, que la acción es predicible, que el amorio es un coñazo y cosas así. Pero oye, que me ha encantado la película. Las escenas de acción ciertamente no son gran cosas, la inclusión de una mujer ha trufado la cinta de tonterías (algunas muy graciosas) pero tiene cosas muy buenas. Se desarrolla rápidamente toda la cinta, tiene puntos muy buenos de humor, resulta simpática todo el rato y el epílogo final me ha parecido muy grande.Resumiendo, película épica de aventuras sobre el último Cesar de Roma, que parte en busca de una espada motivado por los godos. No es una gran película, pero cumple un objetivo claro, me ha entretenido, y mucho.Y si la arenga hubiera sido mínimamente motivante, le casco un 5, ale.Besitos.P.D: Además, tiene cosas raras. Un godo con rastas y rubio muere tres veces en la misma secuencia de lucha. El rapero que acompaña al jefe de la guardia me recuerda al hermano de la chica que le gustaba a Stive Urkel.P.D.2: Dos cosas no me han quedado claras. Por un lado, ¿es de alto presupuesto o algo más modesto? Y la otra, ¿es en serio o es de risa?","Película épica de aventuras sobre el último Cesar de Roma, que parte en busca de una espada motivado por los godos. No es una gran película, pero cumple un objetivo claro, me ha entretenido, y mucho.",3,1,positivo
"Por Dios, que ojazos que le han puesto en el cartel a esta muchacha. Sino fuese porque luego tiene una mala leche que parece que le hayan insertado una guindilla en salva sea la parte, le pediría una donación ocular.La película trata de una muchacha que vive en un circo recluida, por sus extrañas habilidades. Un día, por los avatares del destino, se escapa del circo matando a medio rodaje (ajustando el presupuesto). Entonces aparece un grupo, perteneciente a la sociedad Brimstone, que liquida a los que quedan y comienzan a buscar a la supuesta vampira que ha liado todo el pollo. Al final resulta que ella es una Dhampir (folleteo entre humana y vampiro) y la quieren en su grupo. Su misión, matar al vampiro más pujante del momento. Y luego hay una cosa de recolección de trozos de vampiro que es muy graciosa.Tenemos ante nosotros otra más de vampiros, con la novedad que el agua les mata (deben oler a gloria bendita). Sacada de un comic, la película no aporta mucho al género. Tenemos a una protagonista que quiere matar a un supervampiro por motivos lógicos, un grupo que también quiere hacerlo y en la otra parte, el vampiro que quiere dominar el mundo. ¿Novedades? Ninguna. Con lo que tenemos un guión que ya nos conocemos, con unos personajes que no matan y una resolución final sorprendente aunque absurda. La estética oscura se ajusta bastante bien a lo que esperas de un comic, así como la banda sonora. Pero a decir verdad, es bastante mala.Resumiendo, más vampiros, más casquería fina para una película que no aporta nada de nada. Si eres fan del género posiblemente la adores, sino, déjala pasar como en el mus.","Más vampiros, más casquería fina para una película que no aporta nada de nada",1,0,negativo
"No soy un conocedor a fondo de Spiderman, pero sí lo suficiente como para saber que un personaje con 45 años de historia ha pasado por muchas manos y que cada una de ellas lo ha moldeado a su antojo. Esto significa que no hay un Spiderman, sino muchos y muy diferentes, aunque todos comparten un perfil que sí pertenece al personaje y no al guionista o al dibujante de turno. Y digo esto porque Sam Raimi ha llevado al cine su visión de Spiderman y, guste o no guste su adaptación, la fidelidad al cómic no debe ser lo que más pese a la hora de hablar de Spiderman 3. Lo que ocurre es que si con la primera entrega los aficionados a Spiderman quedaron bastante satisfechos, me temo que con la tercera muchos estarán que trinan.El principal problema de Spiderman 3 es que el respeto con el que Raimi se acercó al personaje se ha diluido después de tres películas en el ego de un director acostumbrado a hacer las cosas a su manera. El resultado es una película excesiva en casi todos los aspectos: el metraje (140 minutos), la cantidad de enemigos, el maniqueismo de los superhéroes muy años ochenta, combates imposibles y Tobey Maguire haciendo el payaso durante más tiempo de lo necesario. Todo esto confirma que Raimi ha apostado por una película con mucha acción y una trama sencillita, en vez de por un acercamiento a temas más adultos, a los que un personaje como Spiderman está muy acostumbrado. Da la impresión de que el director ya se ha cansado del arácnido y se despide con una traca final que oculta un gran vacío argumental.Se presentan en esta película Veneno y El Hombre de Arena, siendo este personaje el más interesante con diferencia. Se deja querer el Lagarto, que seguro veremos en Spiderman 4, y Gwen Stacy empieza a tontear con Parker. Pero lo peor es el cambio que sufre Peter Parker cuando viste al simbionte. El habitualmente alelado reportero se transforma an algo así como el Nicks Rivers de Val Kilmer en Top Secret. La gracia habría estado bien si hubiera durado cinco minutos y lo dejaríamos en aceptable si la cosa hubiera llegado a diez. El problema es que si la cosa llega al cuarto de hora, incluido un número de baile de nuestro amigo y vecino, ya hemos llegado al ridículo más absoluto. Que sí, que nos hemos enterado de que el traje negro lo convierte en un cabrón redomado, no hace falta insistir.En resumen, Spiderman 3 es una película que comienza siendo entretenida y al final se acaba pidiendo la hora. Al igual que la película de South Park, es más grande, más larga y, desgraciadamente, sin cortes. Sam Raimi nos ofrece de todo y en grandes cantidades, salvo mesura y un guión realmente interesante. Al final, todo es una sucesión de escenas sin un pegamento claro entre ellas, lo que no significa que le falte metraje, sino todo lo contrario. Es cierto que hay destellos de lo que podría haber sido una película interesante, pero intentado contentar a todos los públicos, me temo que ha enfadado a unos y dejado frío a otros. En definitiva, para ver y olvidar.","El respeto con el que Sam Raimi se acercó a Spiderman en la primera entrega se ha diluido en el ego de un director acostumbrado a hacer las cosas a su manera. El resultado es una película excesiva en muchos aspectos, que entretiene en el arranque y te hace pedir la hora al final.",1,0,negativo
"En 1974 Bob Clark dirigió Black Christmas, una película de terror con psicópata incluido que marcó un referente en lo que comúnmente conocemos como slasher movies, si bien dicho término comenzaría a ser utilizado pocos años después, con películas como La noche de Halloween y Viernes 13.Pues bien, siguiendo la fiebre estadounidense de los remakes, este año llega al Festival de Sitges Black Christmas (o Black X-mas, como prefieran), con Glenn Morgan como director y guionista, adapatando la historia y caracteres originales de Roy Moore. En el reparto destaca Mary Elisabeth Winstead junto a Katie Cassidy, Michelle Trachtenberg, Lacey Chabert, Kristen Cloke, Andrea Martin, Crystal Lowe y Oliver Hudson.Black Christmas nos sitúa en nochebuena, en una fraternidad universitaria donde un grupo de jóvenes se preparan para retornar con sus familias. Durante la víspera, la supervisora de la fraternidad les contará la turbia historia de Billy, un psicópata actualmente encerrado en un manicomio que creció en esa misma casa años atrás. A partir de ese momento, las jóvenes irán recibiendo extrañas llamadas telefónicas y, una tras otra, irán desapareciendo.Menudo peñazo, señores.Debo admitir que no he visto la película de 1974, y he respirado hondamente cuando, al dirigirme a IMDB para comparar las puntuaciones entre original y remake, he hallado un nada desdeñable 7'2 (6'6 en Filmaffinity) contra un triste 4'5. Y es que ante películas como Black Christmas, uno no puede dejar de preguntarse aquello de ¿.era necesario?.Totalmente carente de orden y atractivo alguno, Black Christmas consigue que cada uno de sus fotogramas emane un rancio olor a refrito y una desabrida sensación de déjà vu, con escasos giros argumentales, nula tensión y ni el más mínimo aliciente que pueda ofrecer al espectador una historia mínimamente entretenida. De hecho, la película de Glenn Morgan ni tan siquiera es capaz de concedernos el consuelo de la casquería, en una película que más bien parece una compilación de clichés del cine de terror americano.Con actuaciones más bien risibles y un guión bastante nefasto, Black Christmas pierde todo su interés, si es que en algún momento lo tuvo, a los diez minutos de metraje, ofreciéndonos a uno de los maníacos con menos carisma de los últimos tiempos y a un grupo de actrices que apenas sí logramos diferenciar, en una película en la que ni su música estruendosa en los momentos supuestamente álgidos consigue hacernos salir del estopor general.Así pues, este despropósito llamado Black Christmas pasa directamente, y en posiciones de honor, al creciente listado de películas de terror para olvidar junto a títulos como Cabeza de muerte, White noise 2: la luz, o Cocodrilo: un asesino en serie, claro ejemplo de la escasez de ideas que el cine de terror estadounidense esta sufriendo en los últimos tiempos.Le doy un 2 sobre 10, por darle algo.","Con actuaciones risibles y un guión nefasto, Black Christmas pierde todo su interés a los diez minutos de metraje, ofreciéndonos a uno de los maníacos con menos carisma de los últimos tiempos.",0,0,negativo
"Director: Eloy de la Iglesia.Duración: Hora y media corta.Estreno: 6 de octubre de 1980.Espectadores: 810.160 seres humanos.Hace no mucho decía con seguridad que el peor actor español de todos los tiempos era Fernando Tejero, el eterno portero de ""Aquí no hay quien viva"". Eso era hasta que he visto esta película, y me he acordado de ""El pico"", con lo que Enrique San Francisco pasa a ser el peor actor conocido. Pensaréis que debo estar enajenado, dado que habeis visto llorar a Fernando Tejero, pero lo de Quique San Francisco clama al cielo. En serio. La inexpresividad de su rostro, y la entonación sin altibajos, peor que leido, le otorga ese merecido galardón. Enhorabuena. Por otra parte, una día me le encontré en Madrid al muchacho con una jaca tremenda, lo que me hace pensar que tiene otros dones más allá de la interpretación.La película trata sobre un delincuente juvenil llamado el Jaro. Nos cuenta la vida de este menor de edad, sus relaciones con el resto de delincuentes, y como se convierte en un pequeño lider del sector del tirón y el robo a mano armada.Se puede dividir la película en dos partes, una primera bastante pasable, donde nos va presentando al Jaro y sus amigos, y una segunda donde se tratan de meter muchas cosas en el poco tiempo que les quedan y me parece que baja mucho el nivel. Los actores tienen un nivel bajo, posiblemente motivado por la juventud de los mismos, pero dan bien el pego (sobretodo cuando sale Quique San Francisco, que las comparaciones son odiosas). Y es que este tipo de historias permite malos actores en favor de un guión duro con pocas concesiones. Además, tiene un regustillo especial, dado que muchos de los escenarios son lugadores donde he estado yo de joven (como la Ventilla, que toda mi familia es de ahí) y me llaman mucho la atención.Resumiendo, película sobre un delincuente juvenil llamado el Jaro. Al no estar basada en una historia real, el final se desboca y le quita demasiada credibilidad al conjunto. A pesar de esto, es interesante por ver retazos de la sociedad española de principios de los 80.Otra más de Eloy de la Iglesia.Besitos.","Película sobre un delincuente juvenil llamado el Jaro. Al no estar basada en una historia real, el final se desboca y le quita demasiada credibilidad al conjunto. Aunque es interesante por ver retazos de la sociedad española de principios de los 80.",1,0,negativo
"Hace unos días por la mañana me dirigía a los cines UGC Ciné Cité de Madrid para ver ""Ultravioleta"". Al llegar, mi sorpresa y alegría fueron mayúsculas al descubrir que había un preestreno de ""Cars"", la nueva y esperadísima película de Pixar. Lamentablemente no tenía la imprescindible invitación para entrar. Pero he aquí que la providencia en forma de señora amable, simpática y con una entrada de más obró el milagro de permitirme ver la película (tengo que resaltar además la amabilidad de los trabajadores del cine que me devolvieron el dinero de la entrada).Una vez sentado en mi butaca y antes de ver la película pude disfrutar del teaser trailer de ""Ratatouille"", que en pantalla grande es una gozada, y de ""El Hombre Orquesta"" el cortometraje de rigor que Pixar siempre muestra antes de sus películas y que merecería comentario aparte.Pero vayamos al grano. ""Cars"", dirigida por John Lasseter y Joe Ranft (emotivo el homenaje al fallecido cineasta durante los títulos de crédito), cuenta la historia de Rayo McQueen, joven y exitoso coche de carreras que por avatares del destino y en vísperas de la carrera de su vida, queda perdido y atrapado en un pueblo de la Ruta 66.Me gustaría destacar que el doblaje no me pareció tan espantoso como esperaba tras oír las noticias sobre los famosos que doblarían a algunos personajes. Finalmente dichos famosos aparecen más bien poco y no llegan a molestar demasiado, aunque me hubiese encantado poder verla en versión original para disfrutar de las voces de Owen Wilson y, sobre todo, Paul Newman.Temáticamente la película es bastante tópica: personaje egoísta y engreído que cae en un entorno distinto del habitual y tiene que aprender a ser mejor. En el camino descubre la importancia de la amistad verdadera y el poder del amor. De fondo, el típico canto a la honradez y la belleza de la vida tradicional en el pueblo frente a la sofisticación acelerada del mundo moderno (en este caso simbolizado por el mundo de las carreras).Pero hay algo que no se le puede negar a Pixar y es que cada nueva producción consigue superar visualmente a la anterior. Son los líderes mundiales en cine de animación 3D y difícil será que pierdan su trono si tienen que competir con películas majas pero carentes de brillantez como ""Vecinos Invasores"" (ver crítica) o ""Ice Age 2"" (ver crítica). Si en ""Buscando a Nemo"", los responsables de Pixar reflejaron como nunca el medio marino ahora se han decidido por el asfalto y las carreras, con resultados igualmente brillantes.Pixar se mantiene fiel a su estilo y prueba de ello es el ritmo trepidante que tiene la película desde el primer segundo, lo que la hace ser una de las películas más entretenidas de este año. Tampoco faltan los momentos emotivos, que no sensibleros. Y es que en ocasiones los movimientos de cámara y las imágenes alcanzan una belleza y una perfección que emocionan por sí solas. Todo ello aderezado, como no podía ser de otra forma, con el humor marca de la casa y con el derroche de imaginación necesario para crear un mundo que es como el nuestro pero que está habitado exclusivamente por coches.Es cierto que no llega al espectador como otras cintas de Pixar. Esto puede ser debido a que no es tan fácil sentirse identificado con un coche como con un superhéroe o un pez (aunque dicho así suene ridículo) o a esa sensación de déjà vu que tiene la historia. Pero todo eso da igual porque una vez finalizada la proyección, uno sale del cine con una sonrisa de oreja a oreja y con el convencimiento de haber pasado uno de los ratos más divertidos del año en una sala de cine. Y que levanten la mano los que puedan presumir de haber estrenado una película así en los últimos tiempos.",Pixar se mantiene fiel a su estilo y prueba de ello es el ritmo trepidante que tiene la película desde el primer segundo.,3,1,positivo
"Aprovecho la aparición -no suficiente pero siempre necesaria en verano- de la refrescante atracción audiovisual de ese vendedor de fuegos artificiales que es Michael Bay (La roca, La isla, incluso son suyas las infumables Pearl Harbor y Armageddon) para recordar (quizá sea esto lo único que hace al público más entrado en años y películas engullidas soportar los 144 minutos de este circo intrascendente y sólo en escenas aisladas soportable) la trayectoria de un maestro del entretenimiento como Joe Dante, cuya maestría para fabricar películas divertidas e inocentes aún deja una huella en aquellos que tuvimos la suerte de ser adolescentes allá por los ochenta.Transformers es buena sólo cuando huele a Dante, cuando sus robots nos recuerdan la ironía naif y las travesuras de los Gremlins, o la heroicidad sin muertos de Pequeños guerreros. Y la iniciación al primer amor a través de la aventura más alocada e increíble tiene ecos de El chip prodigioso y sobre todo de Gremlins. La escena en la que el protagonista debe ir a su casa a recuperar las gafas es puro Dante. La forzada verborrea de unos robots que parecen más unas mascotas que los salvadores del mundo libre es puro Dante (aunque en esta película quede toda su frescura descuidada por un guión y un ritmo sin la naturalidad infantil del maestro). En Transformers la exageración de unos prodigiosos (y quizá lo mejor) FX diluye la frescura y dispersa la atención sobre la épica adolescente que con Dante sí funcionaba y llegaba incluso a emocionar.Transformers intenta atraer con coches (qué decepción la conversión del destartalado y humanizado coche de segunda mano en un deslumbrante Chevrolet Camaro) y chica que quita el aliento y otras cosas (Megan Fox está tan sabrosa en su cinética como insípida en su interpretación) al público joven, que pronto se sentirá identificado con el protagonista, un chico inteligente, con sentido del humor pero a dos velas. Sin embargo la magia Dante es lo que tiene; todo lo transforma a través de la aventura y pronto el joven en busca de su identidad la encontrará intentando ¿salvar al mundo? (hasta en esto Transformers se diluye en una Armageddon 2). Con Dante nadie desea salvar el mundo; la aventura basta. El optimismo ochentero de la marca Dante sabía que, como en las películas indianescas de Spielberg (por cierto, coproductor de la cinta), mientras el personaje corra, salte, huya, bese y rescate la emoción está asegurada. El resto basta, incluso los FX digitales. Por eso el personaje de Martin Short en la escena final de El chip prodigioso no vuelve a su antigua vida, sino que corre tras otra misión que le haga sentir vivo.Transformers roba sus personajes a una famosa serie de TV japonesa que allá por los ochenta hizo furor y anticipó lo que hoy es una explosión manga que trasversa todo el cine de entretenimiento made in USA (incluido Tarantino). Y combina con tímido acierto la frialdad de la máquina con la ironía antropomórfica que nos hace accesible y emocionante la aventura de los robots. Aunque en esto yo prefiero la entrañable rivalidad de los cascarrabias R2D2 y C3PO, incluso la ingenua vitalidad adolescente de Johnny 5 en Cortocircuito (John Badham, 1986), el Sayonara baby del insensible Terminator, o la heroicidad del entrañable Buzz Lightyear (Toy Story, 1995).Y es que Transformers demuestra que el humor de nuestras sociedades ha cambiado: de la incorrección política, la ironía sin sangre o el nudismo sin preservativo de los ochenta, hemos pasado a un conservadurismo audiovisual que sin bien es más realista en la puesta en escena de la acción, pronto deviene en un espectáculo vacío que ahoga la emoción en beneficio de la taquilla.Lo mejor: La escena en la que el protagonista debe ir a su casa a recuperar las gafas. Sin duda, Shia LaBeouf. Un actor que sin hacer mucho transmite una naturalidad y cercanía increíbles. Los más que evidentes conocimientos de mecánica de Megan Fox. El realismo de los efectos digitales CGI, un prodigio de técnica, imaginación y pacienciaLa escena de la niña en la piscina (muy al estilo del King Kong de Jackson o La joven del agua de Shyamalan). Quizá Transformers hubiera sido una película estupenda en clave de terror, quizá.","Transformers demuestra que el humor de nuestras sociedades ha cambiado: de la incorrección política o la ironía sin sangre hemos pasado a un conservadurismo audiovisual que sin bien es más realista en la puesta en escena de la acción, pronto deviene en un espectáculo vacío que ahoga la emoción en beneficio de la taquilla.",1,0,negativo
"El padre es un fracasado tratando de vender su fórmula para triunfar, el abuelo inhala cocaína y aconseja a su nieto ser promiscuo, el hijo quiere ser piloto aviador y como no se lo permiten ha jurado guardar silencio hasta lograrlo, el tío gay intentó suicidarse por culpa de un desamor, la hija pequeña y regordeta quiere ser reina de belleza infantil y la madre trata de poner el orden en todo este caos. Y todos ellos se montan en un, igual de caótico viaje, a bordo de una vieja van Volks Wagen amarilla en una de las mejores y más divertidas películas del año.Y aunque regularmente insisto mucho en los guiones de las cintas que veo, en ésta ocasión tengo que detenerme a hablar de él más a fondo, ya que creo es uno de los más brillantes que he visto filmados en un buen tiempo, desde su sencillez, su exactitud y espontaneidad, al parecer, sin gran esfuerzo pasa de la risa destornillante, pero inteligente, sin caer en la típica comedia gringa y tonta, a momentos profundamente conmovedores, sin hacer grandes alardes dramáticos. Un guión que no se desperdicia, ni se malgasta, que le da su justo momento a cada personaje, su quiebre, y que van construyendo paso a paso un todo lleno de colores e intensidad.Pero para una película no basta con un excelente guión, hace falta una extraordinaria dirección, y esta corrió a cargo de los propios autores del script, se trata de Valerie Faris y Jonathan Dayton, los responsables de una impresionante cantidad de videoclips de grupos icónicos como Red Hot Chilli Peppers y R. E. M., ellos juntos, se encargaron de la realización sencilla pero justa de la cinta, de balancear acrobáticamente los varios tonos opuestos que tiene la historia.Pero sin duda el mayor acierto de su trabajo, es el ensamble actoral, al conseguir al actor y la actriz adecuado para cada personaje y además, ponerlos a trabajar formando un excelente equipo en pantalla, una verdadera familia, que pocas veces se ve en el cine. Desde Toni Collete como la madre, Greg Kinnear como el padre, Steve Carrell como el tío suicida, hasta el abuelo y los mas jóvenes, todos realizan un destacado trabajo actoral, resaltando siempre las diferencias irreconciliables entre cada uno de los integrantes de la familia y llevando al límite sus aventuras? ¡Y desventuras!De esta forma los directores erigen una historia sobre la naturaleza de la familia, la búsqueda de la autenticidad y al mismo tiempo una incisiva crítica de la vida yanqui que pretende convertir todo lo que toca en un concurso de belleza, como uno de los personajes lo grita; la vida es un concurso de belleza tras otro, la preparatoria, la universidad? Una vida en la que se supone todos deben de pelar por ser ganadores y un país que considera como perdedores y ""freaks"" a todos aquellos que no lo intenten. Pero conforme avanza el relato uno termina preguntándose: ¿quién es realmente normal o ""freak""? ¿Quién es realmente un perdedor?Y aunque parezca complicada quizás la película completa podría resumirse a una sola escena, genial, divertida y significativa a la vez, aquella en la que, después de que el vehiculo en que viajan se descompone, todos tienen que empujarlo para echarlo a andar y uno a uno abordarlo entre brincos y carreras? ¿Qué de eso no se trata ser parte de una familia?","Una cinta independiente, brillante, que se debate entre la inteligente hilaridad y el mas honesto drama.",4,1,positivo
"El desconocido DAVID GEBROE al parecer le encanto I ZOMBIE y DEAD CREATURES de ANDREW PARKINSON y se dijo a copiar rápidamente a ver si me sale la cosa original. Desde luego la idea del desarrollo del fenómeno ZOMBIE decantándose por el drama de una enfermedad ya lo hizo mucho mejor PARKINSON, por lo tanto le metió mucho mas humor con una relación de pareja por medio algo parecido a MORTAL ZOMBIE uno de los pocos filmes decentes de YUZNA.El director con un presupuesto bajísimo que oscila lo amateur vuelve a contar con los mismos actores de su opera prima, la horrorosa comedia THE HOMEBOY que al menos le meten ganas y son lo más destacado de la mediocridad general.El filme tiene momentos divertidos de buen humor negro, algún susto bien conseguido o ciertas escenas GORES bien resueltas pero en conjunto se resiente de un maquillaje ciertamente mediocre con poca fuerza en el desarrollo de una historia que mejora al final para un intento que tenía buen espíritu aunque resulta decepcionante y es que no todos tienen el talento de PARKINSON que si vio este filme es raro que no ponga el grito en el cielo tras ver sus ideas saqueadas.","El filme tiene momentos divertidos de buen humor negro, algún susto bien conseguido o ciertas escenas gores bien resueltas pero en conjunto se resiente de un maquillaje ciertamente mediocre.",1,0,negativo
"Grupo Salvaje es una película que no ha hecho sino crecer con el paso de los años y hoy en día podemos decir, sin riesgo a equivocarnos, que es la obra maestra de Sam Peckinpah y la más representativa del llamado western crepuscular; quizás porque el cine del polémico realizador encajaba perfectamente con los elementos que definían dicho género. Algunos de ellos son los siguientes: -Los personajes, eternos aventureros, pertenecen al salvaje oeste y se encuentran fuera de sitio con la llegada de la civilización. No les queda otro camino que luchar hasta morir, más que nada porque no saben hacer otra cosa. Así películas como Dos Hombres y un destino (Butch Cassidy and The Sundance Kid de George Roy Hill, 1969) son calcadas en su resolución a Grupo Salvaje. -Los actores son viejas glorias del cine (Holden, Ryan, Borgnine, O""Brien, ""El indio"" Fernández, etc). Es lo que pide una cinta crepuscular. Peckinpah ya hizo algo parecido en Duelo en la Alta Sierra, para algunos el primer largometraje de este subgénero. -El ""tono"" de la película es nostálgico, pesimista y, sobre todo, violento. Los buenos tiempos han pasado ya; el ""romanticismo"" del western, los duelos y la violencia justificada por la ausencia de ley ya no existen. Ahora prima la violencia por la propia violencia. En Grupo Salvaje los ""buenos"" son peores que los ""malos"", son como aves de rapiña. Para resaltar la crudeza de algunas secuencias Peckinpah utilizaba la cámara lenta, y no creo que lo hiciera por estética. Me parece ingenua la afirmación de algunos críticos cuando se refieren a las escenas de los tiroteos como si se trataran de un ""baile""; lo que el director pretendía era conseguir que las imágenes de la barbarie permanecieran en nuestras retinas -y en nuestra memoria- el máximo tiempo posible. Era una nueva forma de denuncia y no cabe duda de la estrecha relación que existe entre lo que se cuenta en el filme y lo que se estaba viviendo en Vietnam a finales de la década de los sesenta. El espectador que aún no haya visto Grupo Salvaje que se prepare para una nueva experiencia. Peckinpah les dará una pista de lo que se avecina, sólo hay que fijarse a lo que juegan unos niños en el arranque de la película.","Peckinpah les dará una pista de lo que se avecina, sólo hay que fijarse a lo que juegan unos niños en el arranque de la película...",4,1,positivo
